the_geom,Length,SegmentID,Width,Rating_B,RatingWord,Shape_len,Merged3.FID,Merged3.Street,Theft_rate,Subway,Rest,Graf,Theft_predicted
"LINESTRING (-74.01707342240651 40.645538711551715, -74.0176822690885 40.64498691788374)",245,17899,30,7,FAIR,262.606169,13101,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01687520932221 40.64545914206223, -74.01749125667023 40.6448799004987)",263,17900,30,9,GOOD,271.5916052,13102,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01673103819292 40.64533564783094, -74.01731105668954 40.64477837073727)",255,17902,30,8,GOOD,259.0945773,13103,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01673103819292 40.64533564783094, -74.01490742143244 40.64422975051054)",764,17904,30.5,7,GOOD,646.8732488,13104,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01647536881296 40.64606030778941, -74.01707342240651 40.645538711551715)",252,17905,30,8,GOOD,252.3014071,13105,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01628436932545 40.646010928878404, -74.01687520932221 40.64545914206223)",260,17906,30,0,NR,259.4166533,13106,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01613299701634 40.64591213798227, -74.01673103819292 40.64533564783094)",255,17908,30,8,GOOD,267.6863837,13107,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01613299701634 40.64591213798227, -74.01432378475148 40.64478976074851)",752,17910,30.58,8,GOOD,647.5222004,13108,WILLIAMSBURG BR BIKE AND PED PTH,0,0,0,0,0.05
"LINESTRING (-74.0158845267206 40.6466395403531, -74.01647536881296 40.64606030778941)",251,17911,30,8,GOOD,267.2395929,13109,WILLIAMSBURG BR BIKE AND PED PTH,1,0,0,1,1.175
"LINESTRING (-74.01570432378644 40.6465352633101, -74.01628436932545 40.646010928878404)",250,17912,30,0,NR,249.8039231,13110,WILLIAMSBURG BR BIKE AND PED PTH,0,0,0,0,0.05
"LINESTRING (-74.01559259540211 40.6464584245603, -74.01613299701634 40.64591213798227)",249,17914,30,8,GOOD,249.2007223,13111,WILLIAMSBURG BR BIKE AND PED PTH,0,0,0,1,1.175
"LINESTRING (-74.01559259540211 40.6464584245603, -74.01374374177156 40.645349767558905)",762,17916,30.42,6,FAIR,652.981623,13112,BARUCH PLACE,0,0,0,0,0.05
"LINESTRING (-74.01867390472866 40.64741315030657, -74.01925392426566 40.64685311875985)",264,17917,43.42,8,GOOD,259.8788179,13113,BARUCH PLACE,0,0,0,0,0.05
"LINESTRING (-74.01867390472866 40.64741315030657, -74.01647536881296 40.64606030778941)",782,17918,30.5,6,FAIR,784.3143502,13114,WILLIAMSBURG BRIDGE BIKE PATH,0,0,0,0,0.05
"LINESTRING (-74.01809027181493 40.64797317945967, -74.0158845267206 40.6466395403531)",785,17919,30.33,9,GOOD,781.4985605,13115,BARUCH DRIVE,0,0,0,0,0.05
"LINESTRING (-74.01809027181493 40.64797317945967, -74.01867390472866 40.64741315030657)",265,17920,43.42,8,GOOD,260.4995202,13116,BARUCH DRIVE,0,0,0,0,0.05
"LINESTRING (-74.01751023277343 40.64853320506698, -74.01809027181493 40.64797317945967)",251,17921,43.42,7,GOOD,259.8788179,13117,WILLIAMSBURG BRIDGE BIKE PATH,1,0,0,0,0.05
"LINESTRING (-74.01751023277343 40.64853320506698, -74.0153080868762 40.647210533574764)",773,17922,30.17,8,GOOD,778.2319706,13118,WILLIAMSBURG BRIDGE BIKE PATH,0,0,0,0,0.05
"LINESTRING (-74.01692658029427 40.649093228243956, -74.01751023277343 40.64853320506698)",281,17923,43.42,8,GOOD,260.4995202,13119,F D R DRIVE,0,0,0,0,0.05
"LINESTRING (-74.01692658029427 40.649093228243956, -74.01473523837012 40.64777054427467)",793,17924,30.58,8,GOOD,775.8788565,13120,F D R DRIVE,0,0,0,0,0.05
"LINESTRING (-74.01634291868935 40.6496559932065, -74.01692658029427 40.649093228243956)",250,17925,43.42,8,GOOD,261.2833711,13121,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.01634291868935 40.6496559932065, -74.01411552803467 40.648308599578286)",790,17926,30.17,8,GOOD,789.3066578,13122,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.0153080868762 40.647210533574764, -74.0158845267206 40.6466395403531)",256,17927,30,7,FAIR,262.4195115,13123,WEST 158 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.01855237418675 40.65098138813785, -74.01913602796225 40.65041586726441)",259,17928,42.58,6,FAIR,262.0686933,13124,WEST 158 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.01855237418675 40.65098138813785, -74.01634291868935 40.6496559932065)",781,17929,30,5,FAIR,780.4216809,13125,WEST 158 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.01796510594481 40.651544161793716, -74.01855237418675 40.65098138813785)",262,17930,30,6,FAIR,261.9045628,13126,WEST 158 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.01796510594481 40.651544161793716, -74.01575924594141 40.65021326560561)",781,17931,30,5,FAIR,780.877071,13127,WEST 158 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.01738143237333 40.652109676652536, -74.01796510594481 40.651544161793716)",262,17932,30,6,FAIR,262.0686933,13128,WEST 158 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.01738143237333 40.652109676652536, -74.01518277164922 40.65077327883879)",780,17933,30,8,GOOD,780.5568525,13129,WEST 155 STREET PEDESTRIAN UNP,3,0,0,0,0.05
"LINESTRING (-74.01575924594141 40.65021326560561, -74.01634291868935 40.6496559932065)",256,17934,43.42,8,GOOD,259.7171538,13130,WEST 155 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.01575924594141 40.65021326560561, -74.01351022411903 40.64885488416722)",804,17935,30.33,6,FAIR,796.4929378,13131,WEST 155 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.01563034650034 40.65378150020268, -74.01343166741536 40.65245330351469)",789,17938,30.25,7,GOOD,778.6886412,13132,WEST 155 STREET PEDESTRIAN OVPS,0,0,0,0,0.05
"LINESTRING (-74.02504925959754 40.68732374702847, -74.0240075449513 40.688301107425744)",457,17955,30,0,NR,458.5378937,13133,WEST 155 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.02411145169869 40.68647032357395, -74.02601816972053 40.68465561433693)",846,17956,30,0,NR,846.6179776,13134,WEST 155 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.02393482954024 40.6866323019404, -74.02504925959754 40.68732374702847)",382,17957,30,0,NR,398.7292314,13135,WEST 155 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.02393482954024 40.6866323019404, -74.02411145169869 40.68647032357395)",64,17958,30,0,NR,76.69419796,13136,MACOMBS PLACE,0,0,0,0,0.05
"LINESTRING (-74.02289311218868 40.68761788664502, -74.02393482954024 40.6866323019404)",461,17959,30,0,NR,460.8709147,13137,MACOMBS PLACE,0,0,0,0,0.05
"LINESTRING (-74.02289311218868 40.68761788664502, -74.0240075449513 40.688301107425744)",393,17960,30,0,NR,396.8400181,13138,WEST 155 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.02271206954833 40.68540563701851, -74.02411145169869 40.68647032357395)",491,17961,30,0,NR,548.7148622,13139,WEST 155 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.02274171895095 40.68776338951013, -74.02289311218868 40.68761788664502)",70,17962,30,0,NR,67.62396025,13140,WEST 155 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.02274171895095 40.68776338951013, -74.02385615259419 40.6884466117446)",390,17963,30,0,NR,396.8400181,13141,WEST 155 STREET PEDESTRIAN UNP,0,0,0,0,0.05
"LINESTRING (-74.02191141042717 40.684790963430345, -74.02271206954833 40.68540563701851)",293,17970,30,0,NR,315.3727953,13142,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.02113631060703 40.68513969440586, -74.02191141042717 40.684790963430345)",246,17971,30,0,NR,249.7078293,13143,CHERRY WALK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.02113631060703 40.68513969440586, -74.02196946673618 40.68590258481158)",334,17972,30,0,NR,361.4484749,13144,CHERRY WALK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.02196946673618 40.68590258481158, -74.02271206954833 40.68540563701851)",270,17973,30,0,NR,274.220714,13145,CHERRY WALK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.02124127222343 40.68638854603644, -74.02196946673618 40.68590258481158)",283,17974,30,0,NR,268.5758738,13146,CHERRY WALK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0202350234893 40.68555157214519, -74.02113631060703 40.68513969440586)",318,17975,30,0,NR,291.5475947,13147,WEST 155 STREET,0,0,0,0,0.05
"LINESTRING (-74.0202350234893 40.68555157214519, -74.02124127222343 40.68638854603644)",414,17976,30,0,NR,413.3594078,13148,WEST 155 STREET,3,0,1,0,0.105
"LINESTRING (-74.0172613498079 40.67550344240387, -74.01842553216036 40.67451239810588)",485,17988,30,7,FAIR,484.4068538,13149,CHERRY WALK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01665221488284 40.676030528913934, -74.0172613498079 40.67550344240387)",246,17989,30.83,7,GOOD,255.7831112,13150,CHERRY WALK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0160354085487 40.6746801873317, -74.01723203433707 40.67366719228321)",447,17990,40.17,6,FAIR,496.3718364,13151,CHERRY WALK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0160354085487 40.6746801873317, -74.0172613498079 40.67550344240387)",450,17991,30.5,6,FAIR,453.431362,13152,CHERRY WALK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01602865091166 40.67656310372389, -74.01665221488284 40.676030528913934)",258,17992,30.83,7,GOOD,259.9326836,13153,CHERRY WALK GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01602865091166 40.67656310372389, -74.0175358894172 40.677594918988405)",561,17993,29.75,7,GOOD,562.2277119,13154,ST CLAIR PLACE,0,0,0,0,0.05
"LINESTRING (-74.01542626954938 40.67519903307938, -74.01665221488284 40.676030528913934)",460,17994,30.25,7,GOOD,455.4217825,13155,ST CLAIR PLACE,0,0,0,0,0.05
"LINESTRING (-74.01542626954938 40.67519903307938, -74.0160354085487 40.6746801873317)",254,17995,40.17,6,FAIR,253.5389516,13156,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01540147240183 40.677098420376716, -74.01602865091166 40.67656310372389)",259,17996,30.83,8,GOOD,261.3446001,13157,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01540147240183 40.677098420376716, -74.01690510594577 40.67812200999849)",569,17997,30,8,GOOD,559.4801158,13158,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0175358894172 40.677594918988405, -74.01804431593537 40.677918723709766)",517,17998,30,5,FAIR,183.8613608,13159,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01690510594577 40.67812200999849, -74.01830422974001 40.67914010697569)",751,17999,30,6,FAIR,536.8286505,13160,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01690510594577 40.67812200999849, -74.0175358894172 40.677594918988405)",268,18000,30.67,6,FAIR,259.7864508,13161,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0162815244382 40.67865458604376, -74.01720824953142 40.67928849387763)",346,18001,30,0,NR,345.5575205,13162,PEDESTRIAN OVERPASS,0,0,0,0,0.05
"LINESTRING (-74.0162815244382 40.67865458604376, -74.01690510594577 40.67812200999849)",263,18002,30.67,5,FAIR,259.9326836,13163,PEDESTRIAN OVERPASS,0,0,0,0,0.05
"LINESTRING (-74.01565432764441 40.67918715916541, -74.0162815244382 40.67865458604376)",238,18003,30.67,6,FAIR,260.5993093,13164,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01565432764441 40.67918715916541, -74.01767367559172 40.68056474290507)",752,18004,30,6,FAIR,752.0664864,13165,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01811553721943 40.687937131311344, -74.01844013811656 40.688222535888904)",136,18005,30,0,NR,137.53545,13166,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01775126743853 40.6876215394571, -74.01811553721943 40.687937131311344)",153,18006,30,0,NR,153.0555455,13167,WEST 145 STREET,0,0,0,0,0.05
"LINESTRING (-74.01724995006867 40.687182452376966, -74.01775126743853 40.6876215394571)",212,18007,30,0,NR,211.9457478,13168,WEST 145 STREET,0,0,0,0,0.05
"LINESTRING (-74.01704797845923 40.6869903485157, -74.0202350234893 40.68555157214519)",1034,18008,30,0,NR,1027.634176,13169,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01704797845923 40.6869903485157, -74.01724995006867 40.687182452376966)",61,18009,30,0,NR,89.64373932,13170,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0163522258667 40.6876299810769, -74.01644973091219 40.687595327259345, -74.01654573887612 40.68755832862517, -74.0166401500006 40.68751902361931, -74.01673287053839 40.687477451601026, -74.01682380674377 40.687433654674514, -74.01691286607439 40.68738767768885, -74.01699995839292 40.68733956640785, -74.01708499476544 40.6872893693401, -74.01716789106766 40.687237138653295, -74.01724995006867 40.687182452376966)",297,18011,30,0,NR,298.8388645,13171,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0163522258667 40.6876299810769, -74.01639776125062 40.68769495795753, -74.01643999173162 40.68776121618478, -74.01647885357579 40.687828657874554, -74.01651429025964 40.68789718422663, -74.01654625006623 40.687966694609955, -74.016574684883 40.68803708564801, -74.0165995538088 40.68810825579275, -74.01662082074851 40.68818009892055, -74.01663845321255 40.68825250982191, -74.0166516792633 40.68832436508413)",269,18012,30,0,NR,267.9119046,13172,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.0161646692627 40.68739944683657, -74.01704797845923 40.6869903485157)",282,18013,30,0,NR,286.7507629,13173,FT WASHINGTON PARK BICYCLE TRAIL,0,0,0,0,0.05
"LINESTRING (-74.0161646692627 40.68739944683657, -74.0163522258667 40.6876299810769)",99,18014,30,0,NR,98.79271228,13174,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0240075449513 40.688301107425744, -74.02385615259419 40.6884466117446)",78,18035,30,0,NR,67.62396025,13175,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.02385615259419 40.6884466117446, -74.02245753359338 40.689758893344774)",621,18036,30,0,NR,615.6524994,13176,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.02245753359338 40.689758893344774, -74.02136166684068 40.69077741157742)",481,18038,30,0,NR,479.6425753,13177,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0213611198951 40.6890701647924, -74.02274171895095 40.68776338951013)",622,18039,30,0,NR,610.9541718,13178,HUDSON RIVER GREENWAY,0,0,1,0,0.105
"LINESTRING (-74.0213611198951 40.6890701647924, -74.02245753359338 40.689758893344774)",394,18040,30,0,NR,394.2296285,13179,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.02114525481808 40.69060453105702, -74.02136166684068 40.69077741157742)",87,18041,30,0,NR,87,13180,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.02136166684068 40.69077741157742, -74.02059021834326 40.69150766087392)",340,18042,30,0,NR,341.3971295,13181,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.02039141195846 40.68994866712215, -74.0213611198951 40.6890701647924)",413,18043,30,0,NR,418.044256,13182,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.02039141195846 40.68994866712215, -74.0206871781874 40.69021211224029)",129,18044,30,0,NR,126.2537128,13183,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0206871781874 40.69021211224029, -74.02114525481808 40.69060453105702)",191,18045,30,0,NR,191.2537581,13184,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01962724218728 40.69090946939568, -74.01987610417164 40.691079602394126)",92,18048,30,0,NR,92.76313923,13185,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.02018627321755 40.69126344796084, -74.02059021834326 40.69150766087392)",143,18051,30,0,NR,143.0559331,13186,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01987610417164 40.691079602394126, -74.02018627321755 40.69126344796084)",109,18053,30,0,NR,109.0183471,13187,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01936766008976 40.69107145477728, -74.01962724218728 40.69090946939568)",93,18054,30,0,NR,93.08598176,13188,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01936766008976 40.69107145477728, -74.01941801265723 40.69106325498505, -74.01946885259665 40.691057036811934, -74.01952004529416 40.69105281583379, -74.01957145613473 40.691050603052126, -74.01962294689608 40.6910504048947, -74.01967438416209 40.691052221384204, -74.01972562970727 40.69105604796978, -74.0197765501124 40.691061874610455, -74.01982700955251 40.69106968577639, -74.01987610417164 40.691079602394126)",142,18055,30,0,NR,142.6034539,13189,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01903957334264 40.69126913292662, -74.01936766008976 40.69107145477728)",121,18057,30,0,NR,116.0387866,13190,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0188849220222 40.69270192792372, -74.01887753505608 40.692084356100544)",229,18058,30,0,NR,225.0088887,13191,WILLIAMSBURG BRIDGE BIKE PATH,0,0,0,0,0.05
"LINESTRING (-74.01922414889474 40.7061018222848, -74.01886000990038 40.70661789818079)",281,18063,30,0,NR,213.4127456,13192,WILLIAMSBURG BRIDGE BIKE PATH,0,0,0,0,0.05
"LINESTRING (-74.01886000990038 40.70661789818079, -74.01889617681223 40.70696647727475)",267,18066,30,0,NR,127.3930924,13193,WILLIAMSBURG BRIDGE BIKE PATH,0,0,0,0,0.05
"LINESTRING (-74.01889617681223 40.70696647727475, -74.0185030065663 40.706873219171804)",125,18067,30,0,NR,114.179683,13194,WILLIAMSBURG BRIDGE BIKE PATH,0,0,0,0,0.05
"LINESTRING (-74.01871616135182 40.70812754173352, -74.01868380010808 40.708487111000636)",90,18068,30,0,NR,131.3087964,13195,HUDSON RIVER GREENWAY,0,0,1,0,0.105
"LINESTRING (-74.01844013811656 40.688222535888904, -74.02124127222343 40.68638854603644)",1019,18069,30,0,NR,1024.672143,13196,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01844013811656 40.688222535888904, -74.01932018441084 40.68900739582312)",416,18070,30,0,NR,375.9414848,13197,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01833600121493 40.689792561087415, -74.01962724218728 40.69090946939568)",543,18072,30,0,NR,542.0452011,13198,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0181160808489 40.6899380687232, -74.01833600121493 40.689792561087415)",85,18073,30,0,NR,80.8084154,13199,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0181160808489 40.6899380687232, -74.01775892199797 40.689284869134504)",278,18074,30,0,NR,257.7692767,13200,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01775892199797 40.689284869134504, -74.01833600121493 40.689792561087415)",269,18075,30,0,NR,244.5914962,13201,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01703397476344 40.68863172341346, -74.01811553721943 40.687937131311344)",385,18076,30,0,NR,392.4398043,13202,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01703397476344 40.68863172341346, -74.01775892199797 40.689284869134504)",286,18077,30,0,NR,311.5204648,13203,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0166516792633 40.68832436508413, -74.01775126743853 40.6876215394571)",398,18078,30,0,NR,398.1971873,13204,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.0166516792633 40.68832436508413, -74.01703397476344 40.68863172341346)",154,18079,30,0,NR,154.2076522,13205,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01650022937045 40.688302428735845, -74.0166516792633 40.68832436508413)",43,18080,30,0,NR,42.75511665,13206,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01650022937045 40.688302428735845, -74.01672030616933 40.68878822132277)",187,18081,30,0,NR,187.2164523,13207,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01672030616933 40.68878822132277, -74.01703397476344 40.68863172341346)",111,18082,30,0,NR,104.0096149,13208,GANSEVOORT STREET,0,0,0,0,0.05
"LINESTRING (-74.01903957334264 40.69126913292662, -74.0187474789551 40.6912334988783)",58,18084,30,0,NR,82.03657721,13209,BLOOMFIELD STREET,0,0,0,0,0.05
"LINESTRING (-74.0187474789551 40.6912334988783, -74.01869337172336 40.69110225737866, -74.01863729598251 40.69097149559001, -74.01857925895969 40.69084123089186, -74.01851926908355 40.69071147974856, -74.01845733237883 40.69058225953962, -74.01839345967768 40.69045358672885, -74.0183276570042 40.690325477780696, -74.01825993398862 40.69019795098882, -74.0181903002602 40.69007102190202, -74.0181160808489 40.6899380687232)",584,18085,30,0,NR,503.657782,13210,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01892073023127 40.691812616856296, -74.01903957334264 40.69126913292662)",195,18086,30,0,NR,200.7311635,13211,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01880894317549 40.69180989041159, -74.01881157729674 40.69175213271652, -74.01881225214295 40.69169434331895, -74.01881096772952 40.69163655881584, -74.0188077252749 40.69157881946354, -74.01880252719873 40.691521162773334, -74.01879537592092 40.691463627171366, -74.01878627626552 40.691406251998146, -74.01877523425779 40.69134907384917, -74.01876225832765 40.691292132064234, -74.0187474789551 40.6912334988783)",149,18087,30,0,NR,211.2501135,13212,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01887753505608 40.692084356100544, -74.01892073023127 40.691812616856296)",98,18088,30,0,NR,99.72462083,13213,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01830778329854 40.69208444814847, -74.01887753505608 40.692084356100544)",158,18090,30,0,NR,158,13214,HUDSON RIVER GREENWAY,0,0,0,0,0.05
"LINESTRING (-74.01830778329854 40.69208444814847, -74.01836539954002 40.69179349343327)",107,18091,30,0,NR,107.2007463,13215,HUDSON RIVER GREENWAY,0,0,0,0,0.05
