the_geom,Length,SegmentID,Width,Rating_B,RatingWord,Shape_len,Merged3.FID,Merged3.Street,Theft_rate,Subway,Rest,Graf,Theft_predicted
"LINESTRING (-74.24586819669253 40.514635042066026, -74.24628438247616 40.51436241178564)",200,213,37.58,6,FAIR,152.502459,155,11 AVENUE,0,0,1,0,0.105
"LINESTRING (-74.24574620029749 40.51471215852359, -74.24377509621331 40.512674209810676)",930,215,30.42,5,FAIR,922.8499336,156,BROADWAY,0,0,2,2,2.41
"LINESTRING (-74.24623231143393 40.51682463417506, -74.24574394114464 40.5160543842256)",362,221,30,0,NR,311.746692,157,WASHINGTON SQUARE EAST,0,0,0,0,0.05
"LINESTRING (-74.24456258119609 40.49691172128509, -74.24548609691432 40.496767017994046)",263,227,30,8,GOOD,262.2079328,158,WASHINGTON SQUARE EAST,0,0,0,0,0.05
"LINESTRING (-74.24526332520294 40.498768476372376, -74.24616514002048 40.49858264159945)",259,233,30,8,GOOD,259.7883754,159,DYER AVENUE,0,0,0,0,0.05
"LINESTRING (-74.2443650809073 40.49894880677931, -74.24526332520294 40.498768476372376)",260,236,30,9,GOOD,258.3118271,160,PRINCE STREET,0,0,3,0,0.215
"LINESTRING (-74.24348482977875 40.49913458162596, -74.2443650809073 40.49894880677931)",254,238,20.17,9,GOOD,253.996063,161,WEST 47 STREET,0,0,0,0,0.05
"LINESTRING (-74.2426225119982 40.49930933246811, -74.24348482977875 40.49913458162596)",248,239,20.17,9,GOOD,248.1310138,162,CROSBY STREET,0,0,0,0,0.05
"LINESTRING (-74.2426225119982 40.49930933246811, -74.24163027687557 40.49636896736317)",1113,240,30,0,NR,1106.215621,163,WATER STREET,0,0,0,0,0.05
"LINESTRING (-74.2452228714692 40.50146398670775, -74.24619664725492 40.501280742829024)",258,241,30,7,FAIR,278.9211358,164,BOWERY,0,0,6,0,0.38
"LINESTRING (-74.2452228714692 40.50146398670775, -74.2443650809073 40.49894880677931)",934,242,32.33,7,GOOD,946.8817244,165,BOWERY,0,0,6,0,0.38
"LINESTRING (-74.24434611514309 40.501630546782614, -74.24348482977875 40.49913458162596)",941,243,32.33,6,FAIR,940.3557837,166,BOWERY,0,0,6,0,0.38
"LINESTRING (-74.24434611514309 40.501630546782614, -74.2452228714692 40.50146398670775)",252,244,30,9,GOOD,251.2687804,167,5 AVENUE,0,0,2,0,0.16
"LINESTRING (-74.24347296019155 40.50179983733696, -74.2426225119982 40.49930933246811)",937,245,33.33,9,GOOD,937.6673184,168,GREENE STREET,0,0,0,0,0.05
"LINESTRING (-74.24347296019155 40.50179983733696, -74.24434611514309 40.501630546782614)",241,246,42.33,8,GOOD,250.5394181,169,KENMARE STREET,0,0,2,0,0.16
"LINESTRING (-74.24258904342068 40.501977378477875, -74.24347296019155 40.50179983733696)",262,247,20.25,8,GOOD,254.1889061,170,ELIZABETH STREET,0,0,1,2,2.355
"LINESTRING (-74.24258904342068 40.501977378477875, -74.24172780925134 40.49947865538294)",950,248,30.08,9,GOOD,941.3235363,171,AVENUE OF THE AMERICAS,1,0,3,1,1.34
"LINESTRING (-74.2452002328 40.504115541182315, -74.24609137273016 40.503940709340654)",237,249,61.83,9,GOOD,255.8769235,172,PRINCE STREET,0,0,2,2,2.41
"LINESTRING (-74.2452002328 40.504115541182315, -74.24434611514309 40.501630546782614)",934,250,36,6,FAIR,935.9813032,173,MOUNT CARMEL PLACE,0,0,0,0,0.05
"LINESTRING (-74.244330663502 40.50429032016795, -74.24347296019155 40.50179983733696)",934,251,33.33,5,FAIR,938.1684284,174,MOUNT CARMEL PLACE,0,0,0,0,0.05
"LINESTRING (-74.244330663502 40.50429032016795, -74.2452002328 40.504115541182315)",266,252,61.83,9,GOOD,250.0659913,175,EAST 30 STREET,2,0,0,0,0.05
"LINESTRING (-74.24345032197097 40.50447060506538, -74.24258904342068 40.501977378477875)",934,253,30.08,6,FAIR,939.3880987,176,EAST 30 STREET,2,0,0,0,0.05
"LINESTRING (-74.24345032197097 40.50447060506538, -74.244330663502 40.50429032016795)",262,254,61.83,9,GOOD,253.4758371,177,EAST 45 STREET,0,0,11,0,0.655
"LINESTRING (-74.24253761257812 40.50465095160992, -74.24345032197097 40.50447060506538)",256,255,61.83,9,GOOD,262.1850492,178,AVENUE C,0,0,1,0,0.105
"LINESTRING (-74.24253761257812 40.50465095160992, -74.24167997142501 40.50216045543978)",925,256,20.33,6,FAIR,938.1684284,179,CENTER DRIVE,0,0,0,0,0.05
"LINESTRING (-74.24520661211066 40.5068356539059, -74.24607979812914 40.50665811579484)",264,257,27.67,8,GOOD,251.2866889,180,2 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.24520661211066 40.5068356539059, -74.244330663502 40.50429032016795)",954,258,33.33,7,GOOD,958.7830829,181,COLUMBUS AVENUE,0,0,1,0,0.105
"LINESTRING (-74.24474316947972 40.50892271346899, -74.24447775133483 40.50813002354605)",239,259,30,7,FAIR,298.0771712,182,PARK AVENUE,0,0,8,0,0.49
"LINESTRING (-74.24463161988946 40.50792108863794, -74.24431904737102 40.50701596080247)",755,260,30.08,7,GOOD,341.0219934,183,WEST DRIVE,0,0,0,0,0.05
"LINESTRING (-74.24447775133483 40.50813002354605, -74.24463161988946 40.50792108863794)",116,261,30,7,FAIR,87.32124598,184,STANTON STREET,0,0,0,0,0.05
"LINESTRING (-74.24431904737102 40.50701596080247, -74.24345032197097 40.50447060506538)",951,262,30.08,6,FAIR,958.2823175,185,VANDERBILT AVENUE,0,0,4,0,0.27
"LINESTRING (-74.24431904737102 40.50701596080247, -74.24520661211066 40.5068356539059)",248,263,27.67,8,GOOD,255.4094752,186,AVENUE D,0,0,1,0,0.105
"LINESTRING (-74.24340990161396 40.50719630659717, -74.24253761257812 40.50465095160992)",937,264,20.33,7,GOOD,958.5322112,187,1 AVENUE,0,0,0,0,0.05
"LINESTRING (-74.24340990161396 40.50719630659717, -74.24431904737102 40.50701596080247)",264,265,38.17,7,GOOD,261.2163854,188,WEST END AVENUE,0,0,0,0,0.05
"LINESTRING (-74.24343510711753 40.509180764608686, -74.24474316947972 40.50892271346899)",379,266,38.83,6,FAIR,375.6926936,189,PITT STREET,1,0,0,0,0.05
"LINESTRING (-74.24343510711753 40.509180764608686, -74.24315518927767 40.508352419649356)",344,267,34.33,7,GOOD,311.6616755,190,BROADWAY,0,0,0,0,0.05
"LINESTRING (-74.24315518927767 40.508352419649356, -74.24370854854885 40.508230473416916)",162,268,30,8,GOOD,160.1624176,191,RIVERSIDE DRIVE,1,0,0,0,0.05
"LINESTRING (-74.24292159232407 40.508394086775155, -74.24315518927767 40.508352419649356)",84,269,30,7,FAIR,66.70832032,192,RIVERSIDE DRIVE,1,0,0,0,0.05
"LINESTRING (-74.24292159232407 40.508394086775155, -74.2425223073297 40.50737110997714)",397,270,26.33,7,GOOD,388.8817301,193,2 AVENUE,0,0,1,0,0.105
"LINESTRING (-74.24279182572059 40.50930015493593, -74.24343510711753 40.509180764608686)",205,271,38.83,6,FAIR,184.0923681,194,5 AVENUE,0,0,1,0,0.105
"LINESTRING (-74.2425223073297 40.50737110997714, -74.24340990161396 40.50719630659717)",253,272,38.17,6,FAIR,254.9078265,195,EAST HOUSTON STREET,0,0,0,0,0.05
"LINESTRING (-74.2425223073297 40.50737110997714, -74.24163928190754 40.50483126060745)",927,273,34.75,7,GOOD,957.3531219,196,EAST 47 STREET,0,0,0,0,0.05
"LINESTRING (-74.2425479461228 40.50849094607488, -74.24292159232407 40.508394086775155)",189,274,30,0,NR,109.7314905,197,1 AVENUE,0,0,5,0,0.325
"LINESTRING (-74.24524890324987 40.50954196523384, -74.24605714117828 40.50929594544676)",248,275,30.92,8,GOOD,241.9628071,198,PARK AVENUE,0,0,4,0,0.27
"LINESTRING (-74.24531109376724 40.51178984713488, -74.24668223140152 40.5110705079577)",461,276,31.17,8,GOOD,462.6499757,199,WEST 39 STREET,0,0,14,0,0.82
"LINESTRING (-74.24499027108658 40.50962211766257, -74.24474316947972 40.50892271346899)",229,278,30.08,7,GOOD,263.9109698,200,WEST END AVENUE,1,0,0,0,0.05
"LINESTRING (-74.24499027108658 40.50962211766257, -74.24524890324987 40.50954196523384)",69,279,30.92,8,GOOD,77.62087348,201,WEST END AVENUE,1,0,0,0,0.05
"LINESTRING (-74.24374014518239 40.509992586531965, -74.24343510711753 40.509180764608686)",277,280,26.33,7,GOOD,307.6881538,202,LEXINGTON AVENUE,0,0,4,0,0.27
"LINESTRING (-74.24374014518239 40.509992586531965, -74.24499027108658 40.50962211766257)",371,281,30.92,8,GOOD,372.9074952,203,EAST 51 STREET,0,0,1,0,0.105
"LINESTRING (-74.24257325599247 40.51051108659351, -74.24268274624389 40.51045004344581, -74.24279404504715 40.5103909378758, -74.24290709377878 40.5103338001954, -74.24302183381604 40.51027866071676, -74.24313820413609 40.510225548842286, -74.24325614251133 40.51017449214722, -74.24337558671162 40.51012551729211, -74.24349647451072 40.510078651852574, -74.24361874246772 40.51003391883233, -74.24374014518239 40.509992586531965)",378,282,30.92,8,GOOD,376.2929959,204,EAST 51 STREET,0,0,1,0,0.105
"LINESTRING (-74.24241172479535 40.51059377274781, -74.24257325599247 40.51051108659351)",69,283,30.92,8,GOOD,54.08326913,205,EAST 51 STREET,0,0,1,0,0.105
"LINESTRING (-74.24241172479535 40.51059377274781, -74.24152860152026 40.508037454250996)",761,284,30,7,FAIR,963.1578272,206,EAST 6 STREET,0,0,0,0,0.05
"LINESTRING (-74.24198098291738 40.51081701285301, -74.24241172479535 40.51059377274781)",152,285,30.92,8,GOOD,144.7791421,207,EAST 43 STREET,0,0,5,0,0.325
"LINESTRING (-74.24434212306356 40.51234636947364, -74.24531109376724 40.51178984713488)",330,286,31.17,8,GOOD,337.2002372,208,WEST DRIVE,0,0,0,0,0.05
"LINESTRING (-74.24434212306356 40.51234636947364, -74.24257325599247 40.51051108659351)",841,287,29.5,6,FAIR,830.0602388,209,MADISON AVENUE,0,0,3,0,0.215
"LINESTRING (-74.24377509621331 40.512674209810676, -74.24198098291738 40.51081701285301)",830,288,30.42,6,FAIR,840.6503435,210,WEST END AVENUE,0,0,1,0,0.105
"LINESTRING (-74.24377509621331 40.512674209810676, -74.24434212306356 40.51234636947364)",206,289,31.17,8,GOOD,197.8004044,211,EAST 47 STREET,0,0,6,0,0.38
"LINESTRING (-74.2439194277585 40.51477644149586, -74.24451494199016 40.5143661950054)",225,290,30,6,FAIR,223.0627714,212,EAST 26 STREET,0,0,0,0,0.05
"LINESTRING (-74.2439194277585 40.51477644149586, -74.24255853840003 40.51339318745886)",630,291,30,5,FAIR,630.2015551,213,AVENUE C,0,0,0,0,0.05
"LINESTRING (-74.24255853840003 40.51339318745886, -74.24377509621331 40.512674209810676)",431,292,31.17,7,FAIR,427.83408,214,1 AVENUE,1,0,2,0,0.16
"LINESTRING (-74.24255853840003 40.51339318745886, -74.24112940539935 40.51201829514931)",710,293,30,6,FAIR,639.3903346,215,1 AVENUE,1,0,2,0,0.16
"LINESTRING (-74.2445765515608 40.51547771905028, -74.2439194277585 40.51477644149586)",945,295,30.25,8,GOOD,314.1018943,216,WEST 89 STREET,0,0,0,0,0.05
"LINESTRING (-74.24452978496026 40.516457722191625, -74.24427859908863 40.516614712226186)",186,296,30,2,POOR,90.27181177,217,BROADWAY,0,0,2,0,0.16
"LINESTRING (-74.24399191750035 40.51591539095581, -74.24452978496026 40.516457722191625)",213,298,30,2,POOR,247.8003228,218,3 AVENUE,0,0,2,0,0.16
"LINESTRING (-74.24354901711612 40.51577085574106, -74.2445765515608 40.51547771905028)",304,302,30,8,GOOD,305.0114752,219,CENTRAL PARK WEST,0,0,0,0,0.05
"LINESTRING (-74.24354901711612 40.51577085574106, -74.24177332516626 40.51405634774534)",795,303,30,8,GOOD,796.2034916,220,CENTRAL PARK WEST,0,0,0,0,0.05
"LINESTRING (-74.23956075587593 40.49878875784211, -74.24017947986981 40.49786520133784)",290,313,32.33,0,NR,377.9219496,221,AMSTERDAM AVENUE,0,0,14,1,1.945
"LINESTRING (-74.24172780925134 40.49947865538294, -74.2426225119982 40.49930933246811)",264,315,20.17,9,GOOD,256.3630239,222,STANTON STREET,0,0,1,0,0.105
"LINESTRING (-74.24172780925134 40.49947865538294, -74.24111346833563 40.497627187123555)",656,316,30.08,9,GOOD,695.8347505,223,CLINTON STREET,0,0,11,10,11.905
"LINESTRING (-74.24082235461574 40.49965897319761, -74.24017947986981 40.49786520133784)",697,317,20.33,6,FAIR,677.5285972,224,EAST 10 STREET,1,1,6,4,6.039
"LINESTRING (-74.24082235461574 40.49965897319761, -74.24172780925134 40.49947865538294)",247,318,20.5,9,GOOD,260.2479587,225,WEST 56 STREET,2,1,7,0,1.594
"LINESTRING (-74.23991690494499 40.499842028675275, -74.23956075587593 40.49878875784211)",630,319,34.75,6,FAIR,396.3079611,226,AVENUE B,0,0,0,0,0.05
"LINESTRING (-74.23991690494499 40.499842028675275, -74.24082235461574 40.49965897319761)",275,320,20.5,9,GOOD,260.4995202,227,EAST 11 STREET,2,0,2,3,3.535
"LINESTRING (-74.23901145031695 40.5000250770061, -74.23991690494499 40.499842028675275)",266,321,20.5,9,GOOD,260.4995202,228,COLUMBIA STREET,0,0,0,0,0.05
"LINESTRING (-74.23901145031695 40.5000250770061, -74.23874983884488 40.499262558772855)",493,322,29.5,9,GOOD,287.1724221,229,3 AVENUE,0,0,10,2,2.85
"LINESTRING (-74.23874983884488 40.499262558772855, -74.23956075587593 40.49878875784211)",275,323,32.33,1,POOR,284.0070422,230,BROOME STREET,0,0,0,0,0.05
"LINESTRING (-74.24167997142501 40.50216045543978, -74.24258904342068 40.501977378477875)",271,324,20.25,8,GOOD,261.4670151,231,EAST 24 STREET,0,0,1,0,0.105
"LINESTRING (-74.24167997142501 40.50216045543978, -74.24082235461574 40.49965897319761)",969,325,20.33,6,FAIR,942.0403388,232,AVENUE OF THE AMERICAS,0,0,1,0,0.105
"LINESTRING (-74.24077807612322 40.502340765299415, -74.23991690494499 40.499842028675275)",951,326,34.75,6,FAIR,941.3235363,233,AVENUE OF THE AMERICAS,0,0,1,0,0.105
"LINESTRING (-74.24077807612322 40.502340765299415, -74.24167997142501 40.50216045543978)",246,327,20.25,8,GOOD,259.2797717,234,AVENUE OF THE AMERICAS,0,0,1,0,0.105
"LINESTRING (-74.2398725801701 40.50252107558482, -74.23901145031695 40.5000250770061)",953,328,29.5,9,GOOD,940.3557837,235,COLUMBUS AVENUE,0,0,2,0,0.16
"LINESTRING (-74.2398725801701 40.50252107558482, -74.24077807612322 40.502340765299415)",260,329,20.25,8,GOOD,260.2479587,236,COLUMBUS AVENUE,0,0,2,0,0.16
"LINESTRING (-74.23896708914303 40.502704123532396, -74.2398725801701 40.50252107558482)",267,331,30.17,8,GOOD,260.4995202,237,EAST 36 STREET,0,0,0,0,0.05
"LINESTRING (-74.23896708914303 40.502704123532396, -74.23810239506855 40.50020812565088)",953,332,22.33,9,GOOD,940.6083138,238,COLUMBUS AVENUE,0,0,2,0,0.16
"LINESTRING (-74.23826341171632 40.504023104936934, -74.23934500169072 40.50380675749566)",103,335,30,0,NR,310.9421168,239,GRAND STREET,0,0,0,0,0.05
"LINESTRING (-74.24163928190754 40.50483126060745, -74.24253761257812 40.50465095160992)",262,339,61.83,9,GOOD,258.3118271,240,EAST 39 STREET,0,0,3,0,0.215
"LINESTRING (-74.24163928190754 40.50483126060745, -74.24077807612322 40.502340765299415)",940,340,34.75,7,GOOD,938.4204814,241,EAST 39 STREET,0,0,3,0,0.215
"LINESTRING (-74.24098350045685 40.506460323412526, -74.24050019737695 40.50506147429059)",514,341,30.42,6,FAIR,527.0569229,242,WEST 78 STREET,0,0,0,0,0.05
"LINESTRING (-74.24073375454965 40.50501157765737, -74.2398725801701 40.50252107558482)",935,342,20.58,7,GOOD,938.4204814,243,EAST 47 STREET,0,0,0,0,0.05
"LINESTRING (-74.24073375454965 40.50501157765737, -74.24163928190754 40.50483126060745)",253,343,61.83,9,GOOD,260.2479587,244,EAST 10 STREET,0,0,0,1,1.175
"LINESTRING (-74.24050019737695 40.50506147429059, -74.24073375454965 40.50501157765737)",271,344,61.83,9,GOOD,67.44627492,245,EAST 10 STREET,0,0,0,1,1.175
"LINESTRING (-74.2398102524971 40.50519466994173, -74.24050019737695 40.50506147429059)",197,345,30,9,GOOD,197.90907,246,EAST 10 STREET,0,0,0,1,1.175
"LINESTRING (-74.2398102524971 40.50519466994173, -74.23949770883253 40.50427580475949)",345,346,30,9,GOOD,345.8626895,247,RIVERSIDE DRIVE,0,0,0,0,0.05
"LINESTRING (-74.23949770883253 40.50427580475949, -74.23934500169072 40.50380675749566)",172,347,30,9,GOOD,176.0823671,248,RIVERSIDE DRIVE,0,0,0,0,0.05
"LINESTRING (-74.23931796358957 40.50529451146752, -74.2398102524971 40.50519466994173)",462,349,61.83,9,GOOD,141.6509795,249,AVENUE OF THE AMERICAS,0,0,3,0,0.215
"LINESTRING (-74.23891558788806 40.50439230099802, -74.23882472990842 40.504123496828704)",107,352,30,8,GOOD,101.1385189,250,AVENUE B,0,0,2,1,1.285
"LINESTRING (-74.2389638451043 40.50481490425586, -74.23906207307962 40.505133099881164)",181,354,30,9,GOOD,119.1007976,251,AVENUE C,0,0,2,0,0.16
"LINESTRING (-74.2389638451043 40.50481490425586, -74.23881135614849 40.50440624209876)",137,355,30,9,GOOD,154.8063306,252,2 AVENUE,0,0,6,1,1.505
"LINESTRING (-74.24152860152026 40.508037454250996, -74.24098350045685 40.506460323412526)",1568,356,38.75,7,GOOD,594.2432162,253,PARK AVENUE SOUTH,0,0,4,0,0.27
"LINESTRING (-74.24070621573712 40.5093484654102, -74.24109417481381 40.509229623431544)",115,358,30,8,GOOD,116.24543,254,RIVERSIDE DRIVE,0,0,0,0,0.05
"LINESTRING (-74.23862603344618 40.506887953220634, -74.23980835688711 40.50667139204883)",238,359,30,8,GOOD,338.1198013,255,RIVERSIDE DRIVE,0,0,0,0,0.05
"LINESTRING (-74.23862603344618 40.506887953220634, -74.23818246890198 40.50552743944769)",507,360,33.33,7,GOOD,510.7837116,256,WEST 85 STREET,0,0,0,0,0.05
"LINESTRING (-74.23878227981392 40.50734052500784, -74.23862603344618 40.506887953220634)",72,361,28.25,9,GOOD,170.5109967,257,EAST 43 STREET,0,0,2,0,0.16
"LINESTRING (-74.24093129399746 40.50993538645223, -74.24070621573712 40.5093484654102)",217,363,30,7,FAIR,222.8003591,258,N D PERLMAN PLACE,0,0,0,0,0.05
"LINESTRING (-74.24112940539935 40.51201829514931, -74.24153134790824 40.51178413957927)",223,364,30,8,GOOD,140.6022759,259,N D PERLMAN PLACE,0,0,0,0,0.05
"LINESTRING (-74.24112940539935 40.51201829514931, -74.24058446796295 40.51149243172916)",883,365,30.25,6,FAIR,244.2642012,260,EAST 5 STREET,0,0,0,0,0.05
"LINESTRING (-74.23963215587432 40.509682837323815, -74.24070621573712 40.5093484654102)",381,366,29.92,8,GOOD,322.5554216,261,WEST 79 STREET,0,0,0,0,0.05
"LINESTRING (-74.24058446796295 40.51149243172916, -74.24198098291738 40.51081701285301)",452,367,30.92,7,FAIR,459.7238301,262,AVENUE C,0,0,6,1,1.505
"LINESTRING (-74.24025061653518 40.5116605655926, -74.24058446796295 40.51149243172916)",129,368,30.92,8,GOOD,111.2205017,263,EAST 8 STREET,0,0,0,0,0.05
"LINESTRING (-74.24025061653518 40.5116605655926, -74.23987550228748 40.510352067113374)",506,369,33.33,7,GOOD,487.9938524,264,WEST 83 STREET,0,0,0,0,0.05
"LINESTRING (-74.2396648362789 40.50977060359582, -74.23963215587432 40.509682837323815)",68,370,28.25,8,GOOD,33.24154028,265,5 AVENUE,0,0,4,0,0.27
"LINESTRING (-74.23987550228748 40.510352067113374, -74.23890879892002 40.510543476687154)",296,373,38,7,GOOD,277.7084802,266,EAST 34 STREET,0,0,2,0,0.16
"LINESTRING (-74.23970140930773 40.51194717606507, -74.24025061653518 40.5116605655926)",486,374,32.5,8,GOOD,185,267,LEXINGTON AVENUE,0,0,2,0,0.16
"LINESTRING (-74.24177332516626 40.51405634774534, -74.24255853840003 40.51339318745886)",343,379,31.17,8,GOOD,325.6409065,268,7 AVENUE,0,0,5,0,0.325
"LINESTRING (-74.24177332516626 40.51405634774534, -74.23970140930773 40.51194717606507)",956,380,32.08,8,GOOD,960.4040816,269,AMSTERDAM AVENUE,0,0,5,0,0.325
"LINESTRING (-74.24148951893264 40.5151384073585, -74.2410382288446 40.514659011148254)",98,381,30,5,FAIR,215.0581317,270,MADISON AVENUE,0,0,5,0,0.325
"LINESTRING (-74.2410382288446 40.514659011148254, -74.24177332516626 40.51405634774534)",263,382,31.17,8,GOOD,299.9766658,271,2 AVENUE,0,0,3,0,0.215
"LINESTRING (-74.2410382288446 40.514659011148254, -74.23891920232089 40.512448365744454)",1003,383,31.58,8,GOOD,997.9068093,272,EAST 44 STREET,0,0,5,0,0.325
"LINESTRING (-74.23891920232089 40.512448365744454, -74.23970140930773 40.51194717606507)",261,384,29.33,7,FAIR,283.9859151,273,EAST 44 STREET,0,0,5,0,0.325
"LINESTRING (-74.23879719209705 40.51252273002022, -74.23891920232089 40.512448365744454)",49,385,30,7,FAIR,43.41658669,274,EAST 10 STREET,0,0,0,0,0.05
"LINESTRING (-74.24066032610699 40.515582066210015, -74.24024865925799 40.51511905279419)",300,387,34.25,8,GOOD,203.8553409,275,5 AVENUE,0,0,3,0,0.215
"LINESTRING (-74.2406877947011 40.51721792568411, -74.24080896109369 40.516907506069444)",116,390,30,6,FAIR,118.0042372,276,COLUMBUS AVENUE,0,0,2,0,0.16
"LINESTRING (-74.24024865925799 40.51511905279419, -74.2410382288446 40.514659011148254)",278,391,31.17,8,GOOD,276.2046343,277,COLUMBUS AVENUE,0,0,2,0,0.16
"LINESTRING (-74.23994701787764 40.51725241458679, -74.24080896109369 40.516907506069444)",715,393,31,5,FAIR,270.6011826,278,COLUMBUS AVENUE,0,0,2,0,0.16
"LINESTRING (-74.23994701787764 40.51725241458679, -74.23923229212087 40.5165265273124)",293,394,30,0,NR,330.8005441,279,COLUMBUS AVENUE,0,0,2,0,0.16
"LINESTRING (-74.23923229212087 40.5165265273124, -74.23870528602018 40.51599238323755)",256,396,30,8,GOOD,243.6000821,280,COLUMBUS AVENUE,0,0,2,0,0.16
"LINESTRING (-74.23904159251701 40.51750957270607, -74.23994701787764 40.51725241458679)",164,397,30,0,NR,268.6131047,281,COLUMBUS AVENUE,0,0,2,0,0.16
